STATN	STNCODE	DEPH	SDATE	DOXY_BTL_bottom
BY15 GOTLANDSDJ	BPEX21	240.0	2005-06-16	-1.70544
BY15 GOTLANDSDJ	BPEX21	240.0	2005-07-14	-3.0967200000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2005-08-11	-2.64792
BY15 GOTLANDSDJ	BPEX21	240.0	2005-09-01	-3.7250400000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2005-09-29	-3.8596800000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2005-10-27	-2.6928
BY15 GOTLANDSDJ	BPEX21	240.0	2005-12-12	-3.41088
BY15 GOTLANDSDJ	BPEX21	240.0	2006-01-19	-2.82744
BY15 GOTLANDSDJ	BPEX21	240.0	2006-03-03	-2.64792
BY15 GOTLANDSDJ	BPEX21	240.0	2006-03-27	-3.1416000000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2006-04-27	-3.0069600000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2006-05-22	-3.8596800000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2006-06-15	-3.8148000000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2006-07-13	-3.0518400000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2006-08-10	-4.488
BY15 GOTLANDSDJ	BPEX21	240.0	2006-08-29	-4.712400000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2006-09-28	-4.12896
BY15 GOTLANDSDJ	BPEX21	240.0	2006-10-10	-4.847040000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2006-11-16	-1.122
BY15 GOTLANDSDJ	BPEX21	240.0	2007-01-17	-0.7629600000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2007-02-23	-1.70544
BY15 GOTLANDSDJ	BPEX21	240.0	2007-03-20	-1.8400800000000002
BY15 GOTLANDSDJ	BPEX21	240.0	2007-04-18	0.44
BY15 GOTLANDSDJ	BPEX21	240.0	2007-05-24	-0.35904
BY15 GOTLANDSDJ	BPEX21	240.0	2007-06-14	-1.122
BY15 GOTLANDSDJ	BPEX21	240.0	2007-07-12	-1.43616
BY15 GOTLANDSDJ	BPEX21	240.0	2007-08-09	-1.7952000000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2007-08-29	-1.9298400000000002
BY15 GOTLANDSDJ	BPEX21	240.0	2007-09-27	-2.3337600000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2007-10-18	-2.10936
BY15 GOTLANDSDJ	BPEX21	240.0	2007-11-15	-2.2888800000000002
BY15 GOTLANDSDJ	BPEX21	240.0	2007-12-10	-2.10936
BY15 GOTLANDSDJ	BPEX21	240.0	2008-01-17	-2.55816
BY15 GOTLANDSDJ	BPEX21	240.0	2008-02-22	-2.244
BY15 GOTLANDSDJ	BPEX21	240.0	2008-03-17	-2.4235200000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2008-04-17	-2.73768
BY15 GOTLANDSDJ	BPEX21	240.0	2008-05-15	-3.0069600000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2008-06-12	-3.6801600000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2008-07-10	-3.5904000000000003
BY15 GOTLANDSDJ	BPEX21	240.0	2008-07-31	-4.08408
BY15 GOTLANDSDJ	BPEX21	240.0	2008-08-21	-3.41088
BY15 GOTLANDSDJ	BPEX21	240.0	2008-09-18	-4.08408
BY15 GOTLANDSDJ	BPEX21	240.0	2008-10-06	-3.366
BY15 GOTLANDSDJ	BPEX21	240.0	2008-11-13	-4.08408
BY15 GOTLANDSDJ	BPEX21	240.0	2008-12-08	-3.50064
BY15 GOTLANDSDJ	BPEX21	240.0	2009-01-15	-3.5455200000000002
BY15 GOTLANDSDJ	BPEX21	240.0	2009-02-19	-3.94944
BY15 GOTLANDSDJ	BPEX21	235.0	2009-03-17	-3.8596800000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2009-04-17	-3.8148000000000004
BY15 GOTLANDSDJ	BPEX21	240.0	2009-05-14	-4.35336
BY15 GOTLANDSDJ	BPEX21	240.0	2009-06-11	-4.6226400000000005
BY15 GOTLANDSDJ	BPEX21	240.0	2009-07-02	-5.07144
BY15 GOTLANDSDJ	BPEX21	240.0	2009-07-30	-4.802160000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2009-08-19	-4.891920000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2009-09-17	-4.757280000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2009-10-10	-4.2636
BY15 GOTLANDSDJ	BPEX21	240.0	2009-11-12	-5.56512
BY15 GOTLANDSDJ	BPEX21	240.0	2009-12-07	-5.8344000000000005
BY15 GOTLANDSDJ	BPEX21	240.0	2010-02-18	-5.34072
BY15 GOTLANDSDJ	BPEX21	240.0	2010-03-16	-5.11632
BY15 GOTLANDSDJ	BPEX21	240.0	2010-04-15	-5.47536
BY15 GOTLANDSDJ	BPEX21	240.0	2010-05-06	-5.78952
BY15 GOTLANDSDJ	BPEX21	240.0	2010-06-03	-5.9241600000000005
BY15 GOTLANDSDJ	BPEX21	240.0	2010-07-01	-6.82176
BY15 GOTLANDSDJ	BPEX21	240.0	2010-07-22	-7.270560000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2010-08-19	-5.43048
BY15 GOTLANDSDJ	BPEX21	240.0	2010-09-16	-5.969040000000001
BY15 GOTLANDSDJ	BPEX21	235.0	2010-10-04	-6.238320000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2010-11-11	-5.43048
BY15 GOTLANDSDJ	BPEX21	240.0	2010-12-04	-5.74464
BY15 GOTLANDSDJ	BPEX21	240.0	2011-01-13	-5.65488
BY15 GOTLANDSDJ	BPEX21	240.0	2011-03-12	-4.35336
BY15 GOTLANDSDJ	BPEX21	240.0	2011-04-10	-4.488
BY15 GOTLANDSDJ	BPEX21	240.0	2011-06-20	-6.462720000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2011-07-13	-6.462720000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2011-08-03	-6.148560000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2011-09-15	-6.417840000000001
BY15 GOTLANDSDJ	BPEX21	240.0	2011-10-17	-5.74464
BY15 GOTLANDSDJ	BPEX21	240.0	2011-11-18	-6.148560000000001
BY15 GOTLANDSDJ	BPEX21	235.0	2011-12-08	-5.9241600000000005
BY15 GOTLANDSDJ	BPEX21	240.0	2012-03-24	-5.69976
BY15 GOTLANDSDJ	BPEX21	225.0	2012-07-13	-5.9241600000000005
BY15 GOTLANDSDJ	BPEX21	235.0	2012-08-25	-6.64224
BY15 GOTLANDSDJ	BPEX21	235.0	2013-04-09	nan
BY15 GOTLANDSDJ	BPEX21	240.0	2013-05-27	-6.86664
BY15 GOTLANDSDJ	BPEX21	225.0	2013-06-18	-4.891920000000001
BY15 GOTLANDSDJ	BPEX21	235.0	2013-07-16	-7.1359200000000005
BY15 GOTLANDSDJ	BPEX21	240.0	2013-08-22	-7.270560000000001
BY15 GOTLANDSDJ	BPEX21	235.0	2013-09-13	-7.2256800000000005
BY15 GOTLANDSDJ	BPEX21	225.0	2013-11-08	-7.719360000000001
BY15 GOTLANDSDJ	BPEX21	225.0	2014-02-11	-6.462720000000001
BY15 GOTLANDSDJ	BPEX21	225.0	2014-03-04	-6.55248
BY15 GOTLANDSDJ	BPEX21	235.0	2014-03-24	-1.4810400000000001
BY15 GOTLANDSDJ	BPEX21	235.0	2014-04-26	-1.97472
BY15 GOTLANDSDJ	BPEX21	225.0	2014-06-10	-3.5904000000000003
BY15 GOTLANDSDJ	BPEX21	234.0	2014-07-14	1.23
BY15 GOTLANDSDJ	BPEX21	236.0	2014-08-02	0.18
BY15 GOTLANDSDJ	BPEX21	235.0	2014-09-02	-0.44880000000000003
BY15 GOTLANDSDJ	BPEX21	234.0	2014-10-21	-0.71808
BY15 GOTLANDSDJ	BPEX21	235.0	2014-12-12	-1.6156800000000002
BY15 GOTLANDSDJ	BPEX21	235.0	2015-02-21	-0.22440000000000002
BY15 GOTLANDSDJ	BPEX21	237.0	2015-03-17	1.12
BY15 GOTLANDSDJ	BPEX21	230.0	2015-06-12	1.58
BY15 GOTLANDSDJ	BPEX21	235.0	2015-07-21	0.98
BY15 GOTLANDSDJ	BPEX21	235.0	2015-09-01	0.41
BY15 GOTLANDSDJ	BPEX21	235.0	2015-10-13	0.2
BY15 GOTLANDSDJ	BPEX21	236.0	2015-11-10	0.11
BY15 GOTLANDSDJ	BPEX21	236.0	2015-12-08	0.17
BY15 GOTLANDSDJ	BPEX21	237.0	2016-01-08	-0.17952
BY15 GOTLANDSDJ	BPEX21	232.0	2016-02-16	1.28
BY15 GOTLANDSDJ	BPEX21	225.0	2016-03-16	1.02
BY15 GOTLANDSDJ	BPEX21	234.0	2016-04-19	0.45
BY15 GOTLANDSDJ	BPEX21	235.0	2016-05-17	0.23
BY15 GOTLANDSDJ	BPEX21	236.0	2016-07-21	-0.17952
BY15 GOTLANDSDJ	BPEX21	235.0	2016-08-23	-0.22440000000000002
BY15 GOTLANDSDJ	BPEX21	237.0	2016-09-18	-0.44880000000000003
BY15 GOTLANDSDJ	BPEX21	234.0	2016-10-11	-0.31416
BY15 GOTLANDSDJ	BPEX21	235.0	2016-11-20	-0.71808
BY15 GOTLANDSDJ	BPEX21	235.0	2016-12-13	-0.26928
BY15 GOTLANDSDJ	BPEX21	235.0	2017-01-09	-0.40392000000000006
BY15 GOTLANDSDJ	BPEX21	235.0	2017-02-10	-1.03224
BY15 GOTLANDSDJ	BPEX21	235.0	2017-03-15	-0.8976000000000001
BY15 GOTLANDSDJ	BPEX21	235.0	2017-04-24	-0.6732
BY15 GOTLANDSDJ	BPEX21	236.0	2017-05-22	-1.2117600000000002
BY15 GOTLANDSDJ	BPEX21	234.0	2017-06-15	-1.70544
BY15 GOTLANDSDJ	BPEX21	235.0	2017-07-11	-0.98736
BY15 GOTLANDSDJ	BPEX21	234.0	2018-09-03	nan
BY15 GOTLANDSDJ	BPEX21	234.0	2018-09-04	-3.5455200000000002
BY15 GOTLANDSDJ	BPEX21	237.0	2019-03-20	nan
BY20 FÅRÖDJ	BPEX26	202.0	1985-01-24	-1.8804720000000001
BY20 FÅRÖDJ	BPEX26	200.0	1985-06-11	-2.6299680000000003
BY20 FÅRÖDJ	BPEX26	195.0	1985-09-11	-1.99716
BY20 FÅRÖDJ	BPEX26	198.0	1985-11-19	-2.10936
BY20 FÅRÖDJ	BPEX26	203.0	1986-01-24	-2.04204
BY20 FÅRÖDJ	BPEX26	200.0	1986-06-10	-2.3337600000000003
BY20 FÅRÖDJ	BPEX26	199.0	1986-09-25	-2.1362880000000004
BY20 FÅRÖDJ	BPEX26	200.0	1986-11-11	-2.08692
BY20 FÅRÖDJ	BPEX26	200.0	1987-01-22	-2.612016
BY20 FÅRÖDJ	BPEX26	204.0	1987-05-28	-2.9710560000000004
BY20 FÅRÖDJ	BPEX26	200.0	1987-09-23	-2.1632160000000002
BY20 FÅRÖDJ	BPEX26	200.0	1987-11-03	-2.419032
BY20 FÅRÖDJ	BPEX26	201.0	1988-01-21	-2.315808
BY20 FÅRÖDJ	BPEX26	198.0	1988-05-30	-2.8229520000000003
BY20 FÅRÖDJ	BPEX26	200.0	1988-08-28	-3.2089200000000004
BY20 FÅRÖDJ	BPEX26	200.0	1988-11-15	-0.982872
BY20 FÅRÖDJ	BPEX26	202.0	1989-01-26	-1.5214320000000001
BY20 FÅRÖDJ	BPEX26	203.0	1989-05-25	-3.020424
BY20 FÅRÖDJ	BPEX26	198.0	1989-08-22	-3.5904000000000003
BY20 FÅRÖDJ	BPEX26	199.0	1989-11-13	-1.696464
BY20 FÅRÖDJ	BPEX26	200.0	1990-01-25	-2.261952
BY20 FÅRÖDJ	BPEX26	199.0	1990-05-17	-1.6156800000000002
BY20 FÅRÖDJ	BPEX26	175.0	1990-08-23	-3.0877440000000003
BY20 FÅRÖDJ	BPEX26	198.0	1990-11-13	-4.043688
BY20 FÅRÖDJ	BPEX26	198.0	1991-01-25	-1.319472
BY20 FÅRÖDJ	BPEX26	198.0	1991-05-24	-2.441472
BY20 FÅRÖDJ	BPEX26	200.0	1991-11-08	-4.752792
BY20 FÅRÖDJ	BPEX26	190.0	1992-03-26	-1.97472
BY20 FÅRÖDJ	BPEX26	175.0	1992-05-21	-1.3149840000000002
BY20 FÅRÖDJ	BPEX26	190.0	1992-08-26	-2.553672
BY20 FÅRÖDJ	BPEX26	175.0	1992-10-13	-2.302344
BY20 FÅRÖDJ	BPEX26	175.0	1992-11-06	-1.5259200000000002
BY20 FÅRÖDJ	BPEX26	195.0	1993-04-22	-2.04204
BY20 FÅRÖDJ	BPEX26	190.0	1993-06-04	-2.145264
BY20 FÅRÖDJ	BPEX26	190.0	1993-07-08	-2.701776
BY20 FÅRÖDJ	BPEX26	190.0	1993-08-11	-2.226048
BY20 FÅRÖDJ	BPEX26	190.0	1993-08-24	-2.571624
BY20 FÅRÖDJ	BPEX26	190.0	1993-10-06	-0.53856
BY20 FÅRÖDJ	BPEX26	190.0	1993-11-18	-0.7854000000000001
BY20 FÅRÖDJ	BPEX26	190.0	1993-12-13	-0.5520240000000001
BY20 FÅRÖDJ	BPEX26	190.0	1994-01-28	-1.1264880000000002
BY20 FÅRÖDJ	BPEX26	190.0	1994-02-24	-1.220736
BY20 FÅRÖDJ	BPEX26	190.0	1994-03-09	-0.569976
BY20 FÅRÖDJ	BPEX26	190.0	1994-03-22	-0.6417840000000001
BY20 FÅRÖDJ	BPEX26	190.0	1994-04-14	-0.5834400000000001
BY20 FÅRÖDJ	BPEX26	190.0	1994-05-19	0.18
BY20 FÅRÖDJ	BPEX26	190.0	1994-07-13	0.2
BY20 FÅRÖDJ	BPEX26	190.0	1994-08-16	1.21
BY20 FÅRÖDJ	BPEX26	185.0	1994-09-29	0.75
BY20 FÅRÖDJ	BPEX26	190.0	1994-10-25	0.51
BY20 FÅRÖDJ	BPEX26	190.0	1994-12-01	1.2
BY20 FÅRÖDJ	BPEX26	190.0	1995-01-25	0.73
BY20 FÅRÖDJ	BPEX26	190.0	1995-02-23	0.79
BY20 FÅRÖDJ	BPEX26	200.0	1995-03-09	0.82
BY20 FÅRÖDJ	BPEX26	190.0	1995-03-22	0.76
BY20 FÅRÖDJ	BPEX26	190.0	1995-04-27	0.65
BY20 FÅRÖDJ	BPEX26	175.0	1995-05-31	0.53
BY20 FÅRÖDJ	BPEX26	190.0	1995-06-29	0.21
BY20 FÅRÖDJ	BPEX26	190.0	1995-07-11	0.12
BY20 FÅRÖDJ	BPEX26	190.0	1995-08-22	0.14
BY20 FÅRÖDJ	BPEX26	190.0	1995-09-28	0.28
BY20 FÅRÖDJ	BPEX26	190.0	1995-10-17	0.2
BY20 FÅRÖDJ	BPEX26	175.0	1995-11-17	0.22
BY20 FÅRÖDJ	BPEX26	190.0	1995-12-07	0.57
BY20 FÅRÖDJ	BPEX26	195.0	1996-01-25	0.16
BY20 FÅRÖDJ	BPEX26	200.0	1996-03-07	-0.35904
BY20 FÅRÖDJ	BPEX26	195.0	1996-03-14	0.36
BY20 FÅRÖDJ	BPEX26	175.0	1996-04-17	0.22
BY20 FÅRÖDJ	BPEX26	190.0	1996-05-21	-0.26928
BY20 FÅRÖDJ	BPEX26	195.0	1996-06-27	-1.3464
BY20 FÅRÖDJ	BPEX26	195.0	1996-07-24	-0.9424800000000001
BY20 FÅRÖDJ	BPEX26	200.0	1996-08-29	-0.98736
BY20 FÅRÖDJ	BPEX26	190.0	1996-09-26	-1.03224
BY20 FÅRÖDJ	BPEX26	195.0	1996-11-07	-0.8976000000000001
BY20 FÅRÖDJ	BPEX26	195.0	1996-12-10	-0.9424800000000001
BY20 FÅRÖDJ	BPEX26	195.0	1997-01-22	-0.53856
BY20 FÅRÖDJ	BPEX26	195.0	1997-03-06	0.19
BY20 FÅRÖDJ	BPEX26	195.0	1997-03-15	0.23
BY20 FÅRÖDJ	BPEX26	195.0	1997-04-16	0.24
BY20 FÅRÖDJ	BPEX26	191.0	1997-06-06	0.26
BY20 FÅRÖDJ	BPEX26	195.0	1997-07-24	-0.49368
BY20 FÅRÖDJ	BPEX26	197.0	1997-08-28	-1.4810400000000001
BY20 FÅRÖDJ	BPEX26	200.0	1997-09-25	-1.4810400000000001
BY20 FÅRÖDJ	BPEX26	195.0	1997-10-14	-1.43616
BY20 FÅRÖDJ	BPEX26	190.0	1997-11-14	-1.4810400000000001
BY20 FÅRÖDJ	BPEX26	198.0	1997-11-27	-1.4810400000000001
BY20 FÅRÖDJ	BPEX26	200.0	1997-12-03	-0.08976
BY20 FÅRÖDJ	BPEX26	175.0	1998-01-22	-0.49368
BY20 FÅRÖDJ	BPEX26	195.0	1998-03-05	-0.04488
BY20 FÅRÖDJ	BPEX26	195.0	1998-03-17	0.1
BY20 FÅRÖDJ	BPEX26	200.0	1998-04-21	0.18
BY20 FÅRÖDJ	BPEX26	193.0	1998-06-04	-0.44880000000000003
BY20 FÅRÖDJ	BPEX26	200.0	1998-06-25	-1.25664
BY20 FÅRÖDJ	BPEX26	195.0	1998-07-23	-0.71808
BY20 FÅRÖDJ	BPEX26	195.0	1998-08-25	-1.122
BY20 FÅRÖDJ	BPEX26	195.0	1998-09-24	-1.5259200000000002
BY20 FÅRÖDJ	BPEX26	195.0	1998-10-20	-1.8400800000000002
BY20 FÅRÖDJ	BPEX26	195.0	1998-11-13	-1.7952000000000001
BY20 FÅRÖDJ	BPEX26	195.0	1998-12-03	-1.6156800000000002
BY20 FÅRÖDJ	BPEX26	195.0	1998-12-08	-1.3464
BY20 FÅRÖDJ	BPEX26	195.0	1999-01-21	-1.6156800000000002
BY20 FÅRÖDJ	BPEX26	195.0	1999-02-27	-1.30152
BY20 FÅRÖDJ	BPEX26	195.0	1999-03-26	-0.98736
BY20 FÅRÖDJ	BPEX26	195.0	1999-04-22	-1.122
BY20 FÅRÖDJ	BPEX26	200.0	1999-05-19	-1.3464
BY20 FÅRÖDJ	BPEX26	195.0	1999-06-10	-2.0196
BY20 FÅRÖDJ	BPEX26	195.0	1999-07-08	-2.10936
BY20 FÅRÖDJ	BPEX26	195.0	1999-08-05	-1.70544
BY20 FÅRÖDJ	BPEX26	195.0	1999-08-25	-1.8849600000000002
BY20 FÅRÖDJ	BPEX26	195.0	1999-10-01	-2.73768
BY20 FÅRÖDJ	BPEX26	195.0	1999-10-26	-2.4684000000000004
BY20 FÅRÖDJ	BPEX26	195.0	1999-12-13	-1.03224
BY20 FÅRÖDJ	BPEX26	200.0	2000-01-20	-0.53856
BY20 FÅRÖDJ	BPEX26	195.0	2000-02-25	-1.6156800000000002
BY20 FÅRÖDJ	BPEX26	200.0	2000-03-21	-1.3464
BY20 FÅRÖDJ	BPEX26	200.0	2000-03-25	-2.15424
BY20 FÅRÖDJ	BPEX26	200.0	2000-04-28	-1.5708000000000002
BY20 FÅRÖDJ	BPEX26	195.0	2000-05-17	-0.8078400000000001
BY20 FÅRÖDJ	BPEX26	195.0	2000-06-15	-2.73768
BY20 FÅRÖDJ	BPEX26	195.0	2000-07-13	-2.9172000000000002
BY20 FÅRÖDJ	BPEX26	195.0	2000-08-09	-3.0518400000000003
BY20 FÅRÖDJ	BPEX26	195.0	2000-08-31	-3.1416000000000004
BY20 FÅRÖDJ	BPEX26	195.0	2000-10-05	-3.0069600000000003
BY20 FÅRÖDJ	BPEX26	195.0	2000-11-09	-3.27624
BY20 FÅRÖDJ	BPEX26	190.0	2000-12-07	-3.366
BY20 FÅRÖDJ	BPEX26	195.0	2001-01-18	-2.3337600000000003
BY20 FÅRÖDJ	BPEX26	195.0	2001-03-02	-2.9172000000000002
BY20 FÅRÖDJ	BPEX26	195.0	2001-03-29	-3.0069600000000003
BY20 FÅRÖDJ	BPEX26	190.0	2001-04-26	-3.0069600000000003
BY20 FÅRÖDJ	BPEX26	195.0	2001-05-14	-3.5904000000000003
BY20 FÅRÖDJ	BPEX26	190.0	2001-06-14	-2.51328
BY20 FÅRÖDJ	BPEX26	195.0	2001-07-12	-3.8596800000000004
BY20 FÅRÖDJ	BPEX26	195.0	2001-08-01	-3.94944
BY20 FÅRÖDJ	BPEX26	195.0	2001-08-29	-3.1864800000000004
BY20 FÅRÖDJ	BPEX26	195.0	2001-10-05	-2.9620800000000003
BY20 FÅRÖDJ	BPEX26	195.0	2001-11-19	-2.82744
BY20 FÅRÖDJ	BPEX26	195.0	2001-12-10	-3.0518400000000003
BY20 FÅRÖDJ	BPEX26	195.0	2002-01-14	-2.78256
BY20 FÅRÖDJ	BPEX26	195.0	2002-04-18	-2.73768
BY20 FÅRÖDJ	BPEX26	195.0	2002-05-16	-3.2313600000000005
BY20 FÅRÖDJ	BPEX26	190.0	2002-06-13	-3.6352800000000003
BY20 FÅRÖDJ	BPEX26	195.0	2002-07-11	-2.9620800000000003
BY20 FÅRÖDJ	BPEX26	195.0	2002-08-01	-3.1416000000000004
BY20 FÅRÖDJ	BPEX26	195.0	2002-09-26	-3.2313600000000005
BY20 FÅRÖDJ	BPEX26	190.0	2002-11-15	-2.6928
BY20 FÅRÖDJ	BPEX26	190.0	2002-12-09	-3.1864800000000004
BY20 FÅRÖDJ	BPEX26	190.0	2003-01-16	-2.6928
BY20 FÅRÖDJ	BPEX26	195.0	2003-02-21	-3.7250400000000004
BY20 FÅRÖDJ	BPEX26	195.0	2003-03-25	-3.0967200000000004
BY20 FÅRÖDJ	BPEX26	195.0	2003-04-10	-2.64792
BY20 FÅRÖDJ	BPEX26	195.0	2003-05-08	-2.9620800000000003
BY20 FÅRÖDJ	BPEX26	195.0	2003-06-05	-1.7952000000000001
BY20 FÅRÖDJ	BPEX26	195.0	2003-07-10	-1.66056
BY20 FÅRÖDJ	BPEX26	190.0	2003-07-31	-2.19912
BY20 FÅRÖDJ	BPEX26	195.0	2003-08-27	-0.85272
BY20 FÅRÖDJ	BPEX26	195.0	2003-09-25	-0.98736
BY20 FÅRÖDJ	BPEX26	195.0	2003-10-21	-0.08976
BY20 FÅRÖDJ	BPEX26	190.0	2003-11-13	0.43
BY20 FÅRÖDJ	BPEX26	195.0	2003-12-08	1.22
BY20 FÅRÖDJ	BPEX26	195.0	2004-01-16	1.01
BY20 FÅRÖDJ	BPEX26	190.0	2004-02-20	0.89
BY20 FÅRÖDJ	BPEX26	195.0	2004-03-22	-0.08976
BY20 FÅRÖDJ	BPEX26	190.0	2004-04-22	0.27
BY20 FÅRÖDJ	BPEX26	195.0	2004-05-13	0.76
BY20 FÅRÖDJ	BPEX26	195.0	2004-06-10	0.36
BY20 FÅRÖDJ	BPEX26	195.0	2004-07-01	0.08
BY20 FÅRÖDJ	BPEX26	195.0	2004-07-29	0.1
BY20 FÅRÖDJ	BPEX26	195.0	2004-08-24	0.17
BY20 FÅRÖDJ	BPEX26	195.0	2004-09-23	0.1
BY20 FÅRÖDJ	BPEX26	190.0	2004-10-21	0.08
BY20 FÅRÖDJ	BPEX26	195.0	2004-11-11	-0.04488
BY20 FÅRÖDJ	BPEX26	195.0	2004-12-06	0.08
BY20 FÅRÖDJ	BPEX26	195.0	2005-01-20	0.2
BY20 FÅRÖDJ	BPEX26	195.0	2005-02-25	0.06
BY20 FÅRÖDJ	BPEX26	195.0	2005-04-07	-0.04488
BY20 FÅRÖDJ	BPEX26	195.0	2005-04-28	-0.40392000000000006
BY20 FÅRÖDJ	BPEX26	195.0	2005-06-16	-1.7952000000000001
BY20 FÅRÖDJ	BPEX26	195.0	2005-07-14	-2.15424
BY20 FÅRÖDJ	BPEX26	195.0	2005-08-11	-1.97472
BY20 FÅRÖDJ	BPEX26	195.0	2005-09-01	-2.15424
BY20 FÅRÖDJ	BPEX26	195.0	2005-09-29	-2.51328
BY20 FÅRÖDJ	BPEX26	195.0	2005-10-27	-2.0196
BY20 FÅRÖDJ	BPEX26	195.0	2005-11-17	-1.6156800000000002
BY20 FÅRÖDJ	BPEX26	190.0	2005-12-12	-1.9298400000000002
BY20 FÅRÖDJ	BPEX26	190.0	2006-01-19	-1.7952000000000001
BY20 FÅRÖDJ	BPEX26	195.0	2006-03-03	-1.8849600000000002
BY20 FÅRÖDJ	BPEX26	195.0	2006-03-27	-2.19912
BY20 FÅRÖDJ	BPEX26	195.0	2006-04-27	-2.19912
BY20 FÅRÖDJ	BPEX26	195.0	2006-05-22	-3.0069600000000003
BY20 FÅRÖDJ	BPEX26	195.0	2006-06-15	-2.60304
BY20 FÅRÖDJ	BPEX26	195.0	2006-07-13	-1.7952000000000001
BY20 FÅRÖDJ	BPEX26	195.0	2006-08-10	-2.55816
BY20 FÅRÖDJ	BPEX26	195.0	2006-08-29	-3.27624
BY20 FÅRÖDJ	BPEX26	195.0	2006-09-28	-2.64792
BY20 FÅRÖDJ	BPEX26	195.0	2006-10-09	-3.27624
BY20 FÅRÖDJ	BPEX26	195.0	2006-11-16	-1.9298400000000002
BY20 FÅRÖDJ	BPEX26	195.0	2006-12-11	-1.122
BY20 FÅRÖDJ	BPEX26	195.0	2007-01-18	-0.8976000000000001
BY20 FÅRÖDJ	BPEX26	195.0	2007-02-23	-1.07712
BY20 FÅRÖDJ	BPEX26	195.0	2007-03-19	-0.7629600000000001
BY20 FÅRÖDJ	BPEX26	195.0	2007-04-18	-1.1668800000000001
BY20 FÅRÖDJ	BPEX26	195.0	2007-05-24	-1.03224
BY20 FÅRÖDJ	BPEX26	195.0	2007-06-14	-1.4810400000000001
BY20 FÅRÖDJ	BPEX26	195.0	2007-07-12	-1.1668800000000001
BY20 FÅRÖDJ	BPEX26	195.0	2007-08-09	-1.8400800000000002
BY20 FÅRÖDJ	BPEX26	195.0	2007-08-30	-1.70544
BY20 FÅRÖDJ	BPEX26	195.0	2007-09-27	-1.7952000000000001
BY20 FÅRÖDJ	BPEX26	195.0	2007-10-18	-1.5708000000000002
BY20 FÅRÖDJ	BPEX26	195.0	2007-11-15	-1.25664
BY20 FÅRÖDJ	BPEX26	195.0	2007-12-10	-1.3464
BY20 FÅRÖDJ	BPEX26	195.0	2008-01-18	-1.6156800000000002
BY20 FÅRÖDJ	BPEX26	195.0	2008-02-22	-1.43616
BY20 FÅRÖDJ	BPEX26	190.0	2008-03-17	-1.3464
BY20 FÅRÖDJ	BPEX26	195.0	2008-04-17	-1.5708000000000002
BY20 FÅRÖDJ	BPEX26	195.0	2008-05-15	-1.97472
BY20 FÅRÖDJ	BPEX26	195.0	2008-06-12	-2.06448
BY20 FÅRÖDJ	BPEX26	195.0	2008-07-10	-2.4235200000000003
BY20 FÅRÖDJ	BPEX26	195.0	2008-07-31	-2.60304
BY20 FÅRÖDJ	BPEX26	195.0	2008-08-21	-2.15424
BY20 FÅRÖDJ	BPEX26	194.0	2008-09-18	-2.73768
BY20 FÅRÖDJ	BPEX26	190.0	2008-10-06	-2.51328
BY20 FÅRÖDJ	BPEX26	195.0	2008-11-13	-2.55816
BY20 FÅRÖDJ	BPEX26	190.0	2008-12-08	-1.97472
BY20 FÅRÖDJ	BPEX26	195.0	2009-01-15	-1.70544
BY20 FÅRÖDJ	BPEX26	200.0	2009-02-20	-2.19912
BY20 FÅRÖDJ	BPEX26	190.0	2009-03-16	-1.9298400000000002
BY20 FÅRÖDJ	BPEX26	195.0	2009-04-17	-2.244
BY20 FÅRÖDJ	BPEX26	195.0	2009-05-14	-1.25664
BY20 FÅRÖDJ	BPEX26	195.0	2009-06-11	-2.0196
BY20 FÅRÖDJ	BPEX26	195.0	2009-07-02	-2.4235200000000003
BY20 FÅRÖDJ	BPEX26	195.0	2009-07-30	-2.3786400000000003
BY20 FÅRÖDJ	BPEX26	195.0	2009-08-19	-2.55816
BY20 FÅRÖDJ	BPEX26	190.0	2009-09-18	-2.82744
BY20 FÅRÖDJ	BPEX26	195.0	2009-10-10	-2.244
